image,brand,brand_item_name,brand_product_url,hahababy_item_name,hahababy_product_url_official,hahababy_product_url_shopee,hahababy_product_url_social,removed,snapshot_url,source,source_url
742895921_18143626333496808_8634900192015078716_n.webp,MARKEY'S,Wガーゼキャミワンピース,https://markeys-online.jp/c/onepiece/c-9311,極簡系列-兒童三重紗細肩洋裝,https://www.hahababyselect.com/products/%E6%A5%B5%E7%B0%A1%E7%B3%BB%E5%88%97-%E5%85%92%E7%AB%A5%E4%B8%89%E9%87%8D%E7%B4%97%E7%B4%B0%E8%82%A9%E6%B4%8B%E8%A3%9D,https://shopee.tw/%E3%80%90hahababy%E3%80%91%E6%A5%B5%E7%B0%A1%E7%B3%BB%E5%88%97-%E5%85%92%E7%AB%A5%E4%B8%89%E9%87%8D%E7%B4%97%E7%B4%B0%E8%82%A9%E6%B4%8B%E8%A3%9D-i.780247315.54911226356,,1,,icelandcatreborn,https://www.threads.com/@icelandcatreborn/post/DapKwwKk9Ln
743016956_18143626345496808_4670318385133592849_n.webp,HELLO.SANFRANCISCO,【HELLO.SANFRANCISCO】ワッフルフレアパンツ,https://zozo.jp/shop/ciaopanictypy/goods/93064663/?did=155291885&rid=3123,極簡系列-大人荷葉車邊喇叭長褲,https://www.hahababyselect.com/products/%E6%A5%B5%E7%B0%A1%E7%B3%BB%E5%88%97-%E5%A4%A7%E4%BA%BA%E8%8D%B7%E8%91%89%E8%BB%8A%E9%82%8A%E5%96%87%E5%8F%AD%E9%95%B7%E8%A4%B2,https://shopee.tw/%E3%80%90hahababy%E3%80%91%E6%A5%B5%E7%B0%A1%E7%B3%BB%E5%88%97-%E5%A4%A7%E4%BA%BA%E8%8D%B7%E8%91%89%E8%BB%8A%E9%82%8A%E5%96%87%E5%8F%AD%E9%95%B7%E8%A4%B2-i.780247315.56308781215,,1,https://web.archive.org/web/20260421042957/https://www.hahababyselect.com/products/%E6%A5%B5%E7%B0%A1%E7%B3%BB%E5%88%97-%E5%A4%A7%E4%BA%BA%E8%8D%B7%E8%91%89%E8%BB%8A%E9%82%8A%E5%96%87%E5%8F%AD%E9%95%B7%E8%A4%B2,icelandcatreborn,https://www.threads.com/@icelandcatreborn/post/DapKwwKk9Ln
743016960_18143626375496808_3929402441851809256_n.webp,one after another NICE CLAUP,袖ボリュームブラウス,https://wear.jp/item/46602947/,極簡系列-細格泡泡短袖襯衫,https://www.hahababyselect.com/products/%E6%A5%B5%E7%B0%A1%E7%B3%BB%E5%88%97-%E7%B4%B0%E6%A0%BC%E6%B3%A1%E6%B3%A1%E7%9F%AD%E8%A2%96%E8%A5%AF%E8%A1%AB-1,,,,https://web.archive.org/web/20260717161730/https://www.hahababyselect.com/products/%E6%A5%B5%E7%B0%A1%E7%B3%BB%E5%88%97-%E7%B4%B0%E6%A0%BC%E6%B3%A1%E6%B3%A1%E7%9F%AD%E8%A2%96%E8%A5%AF%E8%A1%AB-1,icelandcatreborn,https://www.threads.com/@icelandcatreborn/post/DapKwwKk9Ln
743187195_18143626390496808_4182319720125075395_n.webp,niko and...,niko and女【MODE NORM CORE】丹寧牛仔拼色長褲-四色-496199,https://www.dot-st.tw/SalePage/Index/11040209,極簡系列-大人拼接牛仔寬褲,https://www.hahababyselect.com/products/%E6%A5%B5%E7%B0%A1%E7%B3%BB%E5%88%97-%E5%A4%A7%E4%BA%BA%E6%8B%BC%E6%8E%A5%E7%89%9B%E4%BB%94%E5%AF%AC%E8%A4%B2,,,1,https://web.archive.org/web/20260421042456/https://www.hahababyselect.com/products/%E6%A5%B5%E7%B0%A1%E7%B3%BB%E5%88%97-%E5%A4%A7%E4%BA%BA%E6%8B%BC%E6%8E%A5%E7%89%9B%E4%BB%94%E5%AF%AC%E8%A4%B2,icelandcatreborn,https://www.threads.com/@icelandcatreborn/post/DapKwwKk9Ln
743234554_18143626342496808_8970578222337513088_n.webp,RODEO CROWNS WIDE BOWL,ビッグリボンデニムパンツ,https://www.ec-store.net/sws/g/g13711783/,大蝴蝶結寬版牛仔長褲,https://www.hahababyselect.com/products/%E5%A4%A7%E8%9D%B4%E8%9D%B6%E7%B5%90%E5%AF%AC%E7%89%88%E7%89%9B%E4%BB%94%E9%95%B7%E8%A4%B2,https://shopee.tw/%E3%80%90hahababy%E3%80%91%E5%A4%A7%E8%9D%B4%E8%9D%B6%E7%B5%90%E5%AF%AC%E7%89%88%E7%89%9B%E4%BB%94%E9%95%B7%E8%A4%B2-i.780247315.49860808621,https://www.facebook.com/hahababyselect/posts/pfbid0MpFJqgnmLtev1z8zJrm5znYwrdqX9LsTL8ZStPHVTHM5rUevug3KtWdSdi8zFfDyl,1,,icelandcatreborn,https://www.threads.com/@icelandcatreborn/post/DapKwwKk9Ln
743270133_18143626369496808_1419109695452509172_n.webp,ADAM ET ROPÉ FEMME,【洗える】アシメバルーンワンピース （ベージュ系（28））,https://www.magaseek.com/commodity/SJUN1982D/A01578EW026275/,極簡系列-短袖層次尼龍連身裙,https://www.hahababyselect.com/products/%E6%A5%B5%E7%B0%A1%E7%B3%BB%E5%88%97-%E7%9F%AD%E8%A2%96%E5%B1%A4%E6%AC%A1%E5%B0%BC%E9%BE%8D%E9%80%A3%E8%BA%AB%E8%A3%99,https://shopee.tw/%E3%80%90hahababy%E3%80%91%E6%A5%B5%E7%B0%A1%E7%B3%BB%E5%88%97-%E7%9F%AD%E8%A2%96%E5%B1%A4%E6%AC%A1%E5%B0%BC%E9%BE%8D%E9%80%A3%E8%BA%AB%E8%A3%99-i.780247315.48562280897,https://www.facebook.com/hahababyselect/posts/pfbid02T44xLHZcdqkDby1D1bT8NhzmS5DxW1pR1ASAgWoG4y6q8RzEYFt936G3JTAYQmL2l,1,,icelandcatreborn,https://www.threads.com/@icelandcatreborn/post/DapKwwKk9Ln
743811477_18143626393496808_9051821953287898627_n.webp,HELLO.SANFRANCISCO,【HELLO.SANFRANCISCO】ワッフルフレアパンツ,https://zozo.jp/shop/ciaopanictypy/goods/93064663/?did=150556278,極簡系列-大人荷葉車邊喇叭長褲,https://www.hahababyselect.com/products/%E6%A5%B5%E7%B0%A1%E7%B3%BB%E5%88%97-%E5%A4%A7%E4%BA%BA%E8%8D%B7%E8%91%89%E8%BB%8A%E9%82%8A%E5%96%87%E5%8F%AD%E9%95%B7%E8%A4%B2,https://shopee.tw/%E3%80%90hahababy%E3%80%91%E6%A5%B5%E7%B0%A1%E7%B3%BB%E5%88%97-%E5%A4%A7%E4%BA%BA%E8%8D%B7%E8%91%89%E8%BB%8A%E9%82%8A%E5%96%87%E5%8F%AD%E9%95%B7%E8%A4%B2-i.780247315.56308781215,,1,https://web.archive.org/web/20260421042957/https://www.hahababyselect.com/products/%E6%A5%B5%E7%B0%A1%E7%B3%BB%E5%88%97-%E5%A4%A7%E4%BA%BA%E8%8D%B7%E8%91%89%E8%BB%8A%E9%82%8A%E5%96%87%E5%8F%AD%E9%95%B7%E8%A4%B2,icelandcatreborn,https://www.threads.com/@icelandcatreborn/post/DapKwwKk9Ln
744661431_18143626318496808_5166149172784432878_n.webp,RODEO CROWNS WIDE BOWL,Heart Leopard Tシャツ,https://www.ec-store.net/sws/g/g13613024/,Haha擁豹-大人落肩上衣,https://www.hahababyselect.com/products/haha%E6%93%81%E8%B1%B9-%E5%A4%A7%E4%BA%BA%E8%90%BD%E8%82%A9%E4%B8%8A%E8%A1%A3,https://shopee.tw/%E3%80%90hahababy%E3%80%91Haha%E6%93%81%E8%B1%B9-%E5%A4%A7%E4%BA%BA%E8%90%BD%E8%82%A9%E4%B8%8A%E8%A1%A3-i.780247315.50860497856,https://www.instagram.com/reel/DZHiZu8TVDt/,,https://web.archive.org/web/20260717161759/https://www.hahababyselect.com/products/haha%E6%93%81%E8%B1%B9-%E5%A4%A7%E4%BA%BA%E8%90%BD%E8%82%A9%E4%B8%8A%E8%A1%A3,icelandcatreborn,https://www.threads.com/@icelandcatreborn/post/DapKwwKk9Ln
743108585_18143492377496808_848348369416403277_n.webp,FIZZ,,,大人條紋蕾絲POLO短褲套裝,https://www.hahababyselect.com/products/%E5%A4%A7%E4%BA%BA%E6%A2%9D%E7%B4%8B%E8%95%BE%E7%B5%B2polo%E7%9F%AD%E8%A4%B2%E5%A5%97%E8%A3%9D,https://shopee.tw/%E3%80%90hahababy%E3%80%91%E5%A4%A7%E4%BA%BA%E6%A2%9D%E7%B4%8B%E8%95%BE%E7%B5%B2POLO%E7%9F%AD%E8%A4%B2%E5%A5%97%E8%A3%9D-i.780247315.53513154243,,1,,icelandcatreborn,https://www.threads.com/@icelandcatreborn/post/DaoA5vME14z
742581237_18143593864496808_525081955662715846_n.png,Mari&co,,,大人蕾絲拼接花瓣短褲,https://www.hahababyselect.com/products/%E5%A4%A7%E4%BA%BA%E8%95%BE%E7%B5%B2%E6%8B%BC%E6%8E%A5%E8%8A%B1%E7%93%A3%E7%9F%AD%E8%A4%B2,,,1,https://web.archive.org/web/20260715150730/https://www.hahababyselect.com/products/%E5%A4%A7%E4%BA%BA%E6%A2%9D%E7%B4%8B%E8%95%BE%E7%B5%B2polo%E7%9F%AD%E8%A4%B2%E5%A5%97%E8%A3%9D,icelandcatreborn,https://www.threads.com/@icelandcatreborn/post/Dao67Qzk_fw
748740321_18145524577496808_5564614404689534532_n.webp,SOU・SOU,有松鳴海紮染 短袖襯衫,https://www.sousou.co.jp/en-tw/collections/yousou-arimatsu-shirt-ss,無袖襯衫魚尾裙&短袖襯衫,,,https://www.facebook.com/watch/?v=8059117070832408,1,,icelandcatreborn,https://www.threads.com/@icelandcatreborn/post/Da2s4MCk4lf
743499026_17921025885402216_3382283555415317527_n.png,RETRO GIRL,メニーリボンワッフルCT,https://www.retro-girl.jp/item/108802.html,極簡系列-大人小蝴蝶結短版上衣,https://www.hahababyselect.com/products/%E6%A5%B5%E7%B0%A1%E7%B3%BB%E5%88%97-%E5%A4%A7%E4%BA%BA%E5%B0%8F%E8%9D%B4%E8%9D%B6%E7%B5%90%E7%9F%AD%E7%89%88%E4%B8%8A%E8%A1%A3,,,1,,loveaable999,https://www.threads.com/@loveaable999/post/Daoe1QbCWwd
744141405_18134085688560342_5782343493279958191_n.jpg,GRL,フリルリボンドロストショルダーバッグ,https://www.grail.bz/disp/item/at2754/,綁帶層次蛋糕包,https://www.hahababyselect.com/products/%E7%B6%81%E5%B8%B6%E5%B1%A4%E6%AC%A1%E8%9B%8B%E7%B3%95%E5%8C%85,https://shopee.tw/%E3%80%90hahababy%E3%80%91%E7%B6%81%E5%B8%B6%E5%B1%A4%E6%AC%A1%E8%9B%8B%E7%B3%95%E5%8C%85-i.780247315.51163156982,,1,,kis88818188,https://www.threads.com/@kis88818188/post/Dassu9ciYJm
747468487_17937980379271214_4765606769736215886_n.jpg,REAL STYLE,チュールショルダー,https://store.shopping.yahoo.co.jp/ruckruck/spdds112.html,素色網紗-澎澎掛肩配飾,https://www.hahababyselect.com/products/%E7%B4%A0%E8%89%B2%E7%B6%B2%E7%B4%97-%E6%BE%8E%E6%BE%8E%E6%8E%9B%E8%82%A9%E9%85%8D%E9%A3%BE,,,,https://web.archive.org/web/20260717161810/https://www.hahababyselect.com/products/%E7%B4%A0%E8%89%B2%E7%B6%B2%E7%B4%97-%E6%BE%8E%E6%BE%8E%E6%8E%9B%E8%82%A9%E9%85%8D%E9%A3%BE,hatti0110_______,https://www.threads.com/@hatti0110_______/post/DauNEDbkefk
746729824_17937980343271214_1270673683778676903_n.jpg,Wood Which Flows,巾着ショルダーバッグ,https://item.rakuten.co.jp/woodwhichflows/wh-01794/,絎縫斜背包,https://www.hahababyselect.com/products/%E7%B5%8E%E7%B8%AB%E6%96%9C%E8%83%8C%E5%8C%85,https://shopee.tw/%E3%80%90hahababy%E3%80%91%E7%B5%8E%E7%B8%AB%E6%96%9C%E8%83%8C%E5%8C%85-i.780247315.28625708110,https://www.facebook.com/hahababyselect/posts/pfbid02fYZwrnUVSVrzJXLMvmTTyQPLZzfM32SUkkayN9zuP3vDCHRUdm787X8XmhzwGGJ2l,,https://web.archive.org/web/20260717161903/https://www.hahababyselect.com/products/%E7%B5%8E%E7%B8%AB%E6%96%9C%E8%83%8C%E5%8C%85,hatti0110_______,https://www.threads.com/@hatti0110_______/post/DauNEDbkefk
749213803_17952815430320281_7843309671057759215_n.jpg,BROWN THEATRE PRODUCTS,メッシュフリルシューズバッグ,https://paypayfleamarket.yahoo.co.jp/item/z444629934,花瓣束口提包,https://www.hahababyselect.com/products/%E8%8A%B1%E7%93%A3%E6%9D%9F%E5%8F%A3%E6%8F%90%E5%8C%85,https://shopee.tw/%E3%80%90hahababy%E3%80%91%E8%8A%B1%E7%93%A3%E6%9D%9F%E5%8F%A3%E6%8F%90%E5%8C%85-i.780247315.28482053597,https://www.facebook.com/watch/?v=3537448183053927,1,https://web.archive.org/web/20260121133849/https://www.hahababyselect.com/products/%E8%8A%B1%E7%93%A3%E6%9D%9F%E5%8F%A3%E6%8F%90%E5%8C%85,hydralulu,https://www.threads.com/@hydralulu/post/Da28wmSktiJ
747198246_18098947130058513_2037692334381991981_n.jpg,AUVER_FIT,,https://www.instagram.com/reels/C8tlhLMOhB4/,皺皺布-澎澎短袖綁帶套裝,https://www.hahababyselect.com/products/%E7%9A%BA%E7%9A%BA%E5%B8%83-%E6%BE%8E%E6%BE%8E%E7%9F%AD%E8%A2%96%E7%B6%81%E5%B8%B6%E5%A5%97%E8%A3%9D?srsltid=AfmBOorOpegVONy_gafXL-rzmmyLWYi0gHB2SZMEEEL6I9M8fjbOyC39,https://shopee.tw/%E3%80%90hahababy%E3%80%91%E7%9A%BA%E7%9A%BA%E5%B8%83-%E6%BE%8E%E6%BE%8E%E7%9F%AD%E8%A2%96%E7%B6%81%E5%B8%B6%E5%A5%97%E8%A3%9D-i.780247315.55461227749,,1,https://web.archive.org/web/20260715150730/https://www.hahababyselect.com/products/%E7%9A%BA%E7%9A%BA%E5%B8%83-%E6%BE%8E%E6%BE%8E%E7%9F%AD%E8%A2%96%E7%B6%81%E5%B8%B6%E5%A5%97%E8%A3%9D,a.wan23wan,https://www.threads.com/@a.wan23wan/post/DazV4OGkXBv
747669632_17975041908115782_6556607647883437012_n.jpg,FREAK'S STORE,可切換束腰套衫,https://www.orangebeartw.com/products/ralph-lauren-%E5%9C%93%E9%A0%98%E5%8C%85%E9%82%8A%E7%B4%B0%E6%A2%9D%E7%B4%8B%E7%9F%AD%E8%A2%96%E6%A3%89t%E6%81%A4-1-1-2-2-1-1-1-1-1-1-1-1-1-1-1-2-1-1-1-1-1-1-1-3-1-1-1-1-1-1-1-1-1-1-2-4-7-1-1-1-1-1-1-1-2-2-1-2-1-1,下擺皺摺娃娃長袖上衣,https://www.hahababyselect.com/products/%E4%B8%8B%E6%93%BA%E7%9A%BA%E6%91%BA%E5%A8%83%E5%A8%83%E9%95%B7%E8%A2%96%E4%B8%8A%E8%A1%A3,https://shopee.tw/%E3%80%90hahababy%E3%80%91%E4%B8%8B%E6%93%BA%E7%9A%BA%E6%91%BA%E5%A8%83%E5%A8%83%E9%95%B7%E8%A2%96%E4%B8%8A%E8%A1%A3-i.780247315.55204034783,,1,https://web.archive.org/web/20260122165443/https://www.hahababyselect.com/products/%E4%B8%8B%E6%93%BA%E7%9A%BA%E6%91%BA%E5%A8%83%E5%A8%83%E9%95%B7%E8%A2%96%E4%B8%8A%E8%A1%A3,liushinyu0520,https://www.threads.com/@liushinyu0520/post/Da0XrzQGpZU
749066410_17920696443402764_5522006964367941865_n.jpg,Sun Earth&U,防水斜背包,https://shopee.tw/2025%E6%96%B0%E6%AC%BE%E5%96%AE%E8%82%A9%E5%8C%85OSAKA-sun-earth-u%E6%97%A5%E6%9C%AC%E9%98%B2%E6%B0%B4%E6%96%9C%E8%83%8C%E5%8C%85-%E6%97%A5%E7%B3%BB%E8%A1%97%E9%A0%AD%E6%BD%AE%E6%B5%81%E6%8B%BC%E8%89%B2%E5%8C%85-%E6%88%B6%E5%A4%96%E4%BC%91%E9%96%92%E5%96%AE%E8%82%A9%E5%8C%85-%E5%A4%9A%E5%8A%9F%E8%83%BD%E6%A9%9F%E8%83%BD%E6%A9%9F%E8%BB%8A%E5%8C%85-i.821063621.24743783074,郵差包,https://www.hahababyselect.com/products/%E9%83%B5%E5%B7%AE%E5%8C%85,,https://www.facebook.com/hahababyselect/posts/pfbid0TiHynSctzkeaV6jWUqLh1Ht9NjrbKywfsiDidSjhewyW6GzJi2chyZnpLQQHUtqdl,,https://web.archive.org/web/20260717161927/https://www.hahababyselect.com/products/%E9%83%B5%E5%B7%AE%E5%8C%85,amber_yayaya,https://www.threads.com/@amber_yayaya/post/Da0m3ock6AT
747718824_17975185683118258_3299103379836921411_n.png,MARKEY'S,先染めボーダーチュールドッキングワンピース,https://markeys-online.jp/c/onepiece/b-9705,細條紋-大人接網紗短袖洋裝上衣,https://www.hahababyselect.com/products/%E7%B4%B0%E6%A2%9D%E7%B4%8B-%E5%A4%A7%E4%BA%BA%E6%8E%A5%E7%B6%B2%E7%B4%97%E7%9F%AD%E8%A2%96%E6%B4%8B%E8%A3%9D%E4%B8%8A%E8%A1%A3,https://shopee.tw/%E3%80%90hahababy%E3%80%91%E7%B4%B0%E6%A2%9D%E7%B4%8B-%E5%A4%A7%E4%BA%BA%E6%8E%A5%E7%B6%B2%E7%B4%97%E7%9F%AD%E8%A2%96%E6%B4%8B%E8%A3%9D%E4%B8%8A%E8%A1%A3-i.780247315.42360770414,,,https://web.archive.org/web/20260717161935/https://www.hahababyselect.com/products/%E7%B4%B0%E6%A2%9D%E7%B4%8B-%E5%A4%A7%E4%BA%BA%E6%8E%A5%E7%B6%B2%E7%B4%97%E7%9F%AD%E8%A2%96%E6%B4%8B%E8%A3%9D%E4%B8%8A%E8%A1%A3,y.t_kao,https://www.threads.com/@y.t_kao/post/Da1oufMkTwY
